14:21:48.006 [INFO] (off_policy_trainer_carla.py:497) Total Episode:     1 Steps:     129 Episode Steps:   129 Return: -1.0000 Success:  0.00, D: 0.00 FPS:29.46
14:21:50.856 [INFO] (off_policy_trainer_carla.py:497) Total Episode:     2 Steps:     253 Episode Steps:   124 Return: -1.0000 Success:  0.00, D: 0.00 FPS:43.57
14:21:54.935 [INFO] (off_policy_trainer_carla.py:497) Total Episode:     3 Steps:     477 Episode Steps:   224 Return:  1.0000 Success:  0.05, D: 0.00 FPS:54.95
14:21:58.846 [INFO] (off_policy_trainer_carla.py:497) Total Episode:     4 Steps:     676 Episode Steps:   199 Return:  1.0000 Success:  0.10, D: 0.00 FPS:50.92
14:22:02.876 [INFO] (off_policy_trainer_carla.py:497) Total Episode:     5 Steps:     894 Episode Steps:   218 Return:  1.0000 Success:  0.15, D: 0.00 FPS:54.12
14:22:06.852 [INFO] (off_policy_trainer_carla.py:497) Total Episode:     6 Steps:    1110 Episode Steps:   216 Return:  1.0000 Success:  0.20, D: 0.00 FPS:54.36
14:22:09.636 [INFO] (off_policy_trainer_carla.py:497) Total Episode:     7 Steps:    1236 Episode Steps:   126 Return: -1.0000 Success:  0.20, D: 0.00 FPS:45.36
14:22:13.463 [INFO] (off_policy_trainer_carla.py:497) Total Episode:     8 Steps:    1435 Episode Steps:   199 Return:  1.0000 Success:  0.25, D: 0.00 FPS:52.03
14:22:17.688 [INFO] (off_policy_trainer_carla.py:497) Total Episode:     9 Steps:    1655 Episode Steps:   220 Return:  1.0000 Success:  0.30, D: 0.00 FPS:52.10
14:22:20.871 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    10 Steps:    1808 Episode Steps:   153 Return: -1.0000 Success:  0.30, D: 0.00 FPS:48.11
14:22:23.639 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    11 Steps:    1914 Episode Steps:   106 Return: -1.0000 Success:  0.30, D: 0.00 FPS:38.33
14:22:26.204 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    12 Steps:    2020 Episode Steps:   106 Return: -1.0000 Success:  0.30, D: 0.00 FPS:41.36
14:22:29.234 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    13 Steps:    2135 Episode Steps:   115 Return: -1.0000 Success:  0.30, D: 0.00 FPS:37.97
14:22:33.255 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    14 Steps:    2311 Episode Steps:   176 Return: -1.0000 Success:  0.30, D: 0.00 FPS:43.80
14:22:36.409 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    15 Steps:    2428 Episode Steps:   117 Return: -1.0000 Success:  0.30, D: 0.00 FPS:37.12
14:22:40.563 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    16 Steps:    2645 Episode Steps:   217 Return:  1.0000 Success:  0.35, D: 0.00 FPS:52.28
14:22:42.949 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    17 Steps:    2738 Episode Steps:    93 Return: -1.0000 Success:  0.35, D: 0.00 FPS:39.02
14:22:45.711 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    18 Steps:    2861 Episode Steps:   123 Return: -1.0000 Success:  0.35, D: 0.00 FPS:44.56
14:22:49.226 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    19 Steps:    3035 Episode Steps:   174 Return:  1.0000 Success:  0.40, D: 0.00 FPS:49.53
14:22:52.287 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    20 Steps:    3175 Episode Steps:   140 Return:  0.0000 Success:  0.40, D: 0.00 FPS:45.78
14:22:54.876 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    21 Steps:    3269 Episode Steps:    94 Return: -1.0000 Success:  0.40, D: 0.00 FPS:36.34
14:22:59.570 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    22 Steps:    3501 Episode Steps:   232 Return:  1.0000 Success:  0.45, D: 0.00 FPS:49.48
14:23:02.437 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    23 Steps:    3611 Episode Steps:   110 Return: -1.0000 Success:  0.40, D: 0.00 FPS:38.39
14:23:06.163 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    24 Steps:    3799 Episode Steps:   188 Return:  1.0000 Success:  0.40, D: 0.00 FPS:50.50
14:23:08.938 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    25 Steps:    3896 Episode Steps:    97 Return: -1.0000 Success:  0.35, D: 0.00 FPS:35.00
14:23:12.468 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    26 Steps:    4041 Episode Steps:   145 Return:  0.0000 Success:  0.30, D: 0.00 FPS:41.11
14:23:16.528 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    27 Steps:    4227 Episode Steps:   186 Return:  1.0000 Success:  0.35, D: 0.00 FPS:45.88
14:23:21.580 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    28 Steps:    4505 Episode Steps:   278 Return:  1.0000 Success:  0.35, D: 0.00 FPS:55.06
14:23:25.314 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    29 Steps:    4659 Episode Steps:   154 Return:  0.0000 Success:  0.30, D: 0.00 FPS:41.26
14:23:29.412 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    30 Steps:    4875 Episode Steps:   216 Return:  1.0000 Success:  0.35, D: 0.00 FPS:52.74
14:24:49.906 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    31 Steps:    5095 Episode Steps:   220 Return:  1.0000 Success:  0.40, D: 0.00 FPS: 2.73
14:25:08.085 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    32 Steps:    5217 Episode Steps:   122 Return: -1.0000 Success:  0.40, D: 0.00 FPS: 6.71
14:25:26.604 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    33 Steps:    5339 Episode Steps:   122 Return: -1.0000 Success:  0.40, D: 0.00 FPS: 6.59
14:25:58.880 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    34 Steps:    5563 Episode Steps:   224 Return:  1.0000 Success:  0.45, D: 0.00 FPS: 6.94
14:26:25.228 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    35 Steps:    5749 Episode Steps:   186 Return:  1.0000 Success:  0.50, D: 0.00 FPS: 7.06
14:26:54.077 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    36 Steps:    5951 Episode Steps:   202 Return:  1.0000 Success:  0.50, D: 0.00 FPS: 7.00
14:27:11.845 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    37 Steps:    6070 Episode Steps:   119 Return: -1.0000 Success:  0.50, D: 0.00 FPS: 6.70
14:27:40.338 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    38 Steps:    6274 Episode Steps:   204 Return:  1.0000 Success:  0.55, D: 0.00 FPS: 7.16
14:28:21.981 [INFO] (off_policy_trainer_carla.py:497) Total Episode:    39 Steps:    6576 Episode Steps:   302 Return:  0.0000 Success:  0.50, D: 0.00 FPS: 7.25
